ligand_file_name,ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_convergence_criteria,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
SPhos-2,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2871,410.5351,3799.245,11121.2344,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.63847445,0.561368,0.58963,0.590574,0.501758,-1503.077107,-1503.048845,-1503.047901,-1503.136717,6.5071,3450.69,11125.6546,280.38,0.0377,0.000,269.41,0.0308,0.000,256.74,0.0207,0.000,249.89,0.0114,0.000,243.18,0.0010,0.000,241.01,0.0174,0.000,233.14,0.0039,0.000,231.78,0.0146,0.000,228.76,0.0054,0.000,226.27,0.0294,0.000,28,O,0,0,1,-0.511257,-0.819706,-0.52496,1.99974,6.51394,0.01129,8.52496,237.1960,87.1942,-0.490477,-0.50604,1.99974,6.49476,0.01155,8.50604,30,O,0,1,-0.506788,-0.817172,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5455,96.3639,-0.487778,-0.50215,1.99973,6.49073,0.01168,8.50215,7,P,1,0.418805,0.457136,0.85696,9.99861,4.10714,0.03729,14.14304,379.1776,52.7262,0.548613,1.23820,9.99766,3.72068,0.04347,13.76180,23,C,1,0,0,0.378120,0.578141,0.36021,1.99872,3.61940,0.02167,5.63979,39.4818,124.7070,0.363357,0.35401,1.99870,3.62540,0.02188,5.64599,0.6198916200113769,0.6194125924373521,0.827041106553696,0.7044399868267417
SPhos-3,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,2.0757,410.5351,4115.549,11199.2079,-0.19746,-0.01169,0.104575,0.092885,0.092885,-1503.63039013,0.560826,0.589283,0.590227,0.500781,-1503.069565,-1503.041107,-1503.040163,-1503.129609,4.5959,3455.508,11202.9062,294.42,0.0189,0.000,279.10,0.0181,0.000,257.07,0.0321,0.000,251.23,0.0047,0.000,247.64,0.0028,0.000,240.95,0.0129,0.000,238.28,0.0655,0.000,232.80,0.0219,0.000,225.62,0.0450,0.000,223.23,0.0189,0.000,28,O,0,0,1,-0.511549,-0.833600,-0.52438,1.99974,6.51338,0.01127,8.52438,235.1087,91.8513,-0.495924,-0.51143,1.99974,6.50019,0.01151,8.51143,30,O,0,1,-0.525959,-0.782287,-0.56084,1.99974,6.54907,0.01203,8.56084,263.1861,84.0593,-0.535020,-0.57191,1.99974,6.56038,0.01178,8.57191,7,P,1,0.416157,0.508228,0.86559,9.99864,4.09771,0.03806,14.13441,357.6318,36.8445,0.616826,1.35303,9.99753,3.60843,0.04101,13.64697,27,C,1,0,0,0.341281,0.537226,0.34172,1.99873,3.63818,0.02136,5.65828,39.8234,123.2679,0.332079,0.33313,1.99872,3.64606,0.02209,5.66687,0.6328852429567977,0.66527948265022,0.808388970390108,0.7100985000449087
SPhos-4,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2273,410.5351,4166.436,11260.0073,-0.19915,-0.00606,0.102605,0.09654499999999999,0.09654499999999999,-1503.6376756,0.561388,0.589607,0.590551,0.501946,-1503.076287,-1503.048069,-1503.047125,-1503.13573,6.1339,4284.354,11264.1883,282.91,0.0091,0.000,263.49,0.0189,0.000,253.99,0.0071,0.000,249.37,0.0110,0.000,246.95,0.0087,0.000,244.45,0.0286,0.000,236.55,0.0241,0.000,233.47,0.0056,0.000,232.55,0.0229,0.000,221.03,0.0341,0.000,30,O,0,0,1,-0.510747,-0.836751,-0.52311,1.99974,6.51211,0.01126,8.52311,234.8038,92.4538,-0.488303,-0.50262,1.99974,6.49134,0.01154,8.50262,28,O,0,1,-0.507769,-0.823749,-0.52156,1.99973,6.51040,0.01143,8.52156,232.3610,93.9122,-0.490829,-0.50749,1.99973,6.49612,0.01164,8.50749,7,P,1,0.408415,0.478549,0.84611,9.99862,4.11982,0.03545,14.15389,375.6274,51.8612,0.554530,1.25664,9.99759,3.70502,0.04075,13.74336,27,C,1,0,0,0.366635,0.582301,0.35647,1.99873,3.62326,0.02154,5.64353,39.2829,124.1994,0.354159,0.34865,1.99871,3.63079,0.02184,5.65135,0.6372264303463968,0.6627047094398371,0.8172509805095655,0.7075836052812791
SPhos-5,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2873,410.5351,3590.496,11121.2605,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.63847442,0.561368,0.589629,0.590574,0.501758,-1503.077107,-1503.048845,-1503.047901,-1503.136717,6.5065,4043.665,11125.6804,280.38,0.0377,0.000,269.41,0.0308,0.000,256.74,0.0207,0.000,249.89,0.0114,0.000,243.17,0.0010,0.000,241.02,0.0174,0.000,233.13,0.0039,0.000,231.78,0.0146,0.000,228.76,0.0054,0.000,226.27,0.0294,0.000,30,O,0,0,1,-0.511257,-0.819709,-0.52496,1.99974,6.51394,0.01129,8.52496,237.1955,87.1940,-0.490480,-0.50605,1.99974,6.49476,0.01155,8.50605,28,O,0,1,-0.506788,-0.817173,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5457,96.3626,-0.487784,-0.50216,1.99973,6.49074,0.01168,8.50216,7,P,1,0.418810,0.457131,0.85696,9.99861,4.10714,0.03729,14.14304,379.1754,52.7234,0.548628,1.23820,9.99766,3.72067,0.04347,13.76180,27,C,1,0,0,0.378122,0.578142,0.36021,1.99872,3.61940,0.02167,5.63979,39.4820,124.7071,0.363356,0.35401,1.99870,3.62540,0.02188,5.64599,0.6198916200113769,0.6194125924373521,0.827041106553696,0.7044699260501183
SPhos-6,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2705,410.5351,3843.134,11141.1589,-0.1945,-0.00479,0.099645,0.09485500000000001,0.09485500000000001,-1503.63881384,0.561456,0.589675,0.59062,0.501857,-1503.077358,-1503.049138,-1503.048194,-1503.136957,6.0638,3727.84,11144.417,286.76,0.0225,0.000,269.74,0.0255,0.000,253.88,0.0103,0.000,250.32,0.0160,0.000,248.12,0.0232,0.000,245.74,0.0095,0.000,234.43,0.0302,0.000,232.58,0.0043,0.000,232.09,0.0083,0.000,224.20,0.0282,0.000,28,O,0,0,1,-0.511059,-0.827271,-0.52374,1.99974,6.51269,0.01131,8.52374,234.6640,92.3577,-0.490874,-0.50557,1.99974,6.49426,0.01158,8.50557,30,O,0,1,-0.509475,-0.824423,-0.52005,1.99973,6.50893,0.01138,8.52005,234.3472,94.6588,-0.493990,-0.50847,1.99973,6.49716,0.01158,8.50847,7,P,1,0.416447,0.480695,0.85568,9.99862,4.10853,0.03718,14.14432,379.7057,41.2612,0.560149,1.26713,9.99761,3.69218,0.04308,13.73287,23,C,1,0,0,0.372778,0.578774,0.35873,1.99873,3.62099,0.02155,5.64127,39.4428,124.5474,0.355959,0.35019,1.99871,3.62937,0.02173,5.64981,0.639052722972366,0.6535133678632375,0.823478338971887,0.7094697763540013
SPhos-10,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,3.4602,410.5351,4017.776,10687.2097,-0.19333,-0.00551,0.09942,0.09391000000000001,0.09391000000000001,-1503.63099208,0.561499,0.589634,0.590578,0.503219,-1503.069493,-1503.041358,-1503.040414,-1503.127773,7.4924,3373.416,10694.0808,290.73,0.0200,0.000,268.80,0.0006,0.000,263.90,0.0010,0.000,247.25,0.0130,0.000,243.76,0.0093,0.000,240.97,0.0014,0.000,237.87,0.0002,0.000,235.02,0.0124,0.000,225.38,0.0217,0.000,224.12,0.0088,0.000,28,O,0,0,1,-0.507419,-0.820817,-0.52141,1.99973,6.51012,0.01156,8.52141,232.8097,93.5326,-0.501432,-0.52053,1.99973,6.50902,0.01177,8.52053,30,O,0,1,-0.508875,-0.810691,-0.52079,1.99973,6.50967,0.01139,8.52079,232.8488,94.6509,-0.498906,-0.51673,1.99973,6.50536,0.01164,8.51673,7,P,1,0.377392,0.492573,0.82554,9.99865,4.13703,0.03878,14.17446,343.1656,78.8576,0.586111,1.34900,9.99758,3.60921,0.04421,13.65100,27,C,1,0,0,0.356634,0.579882,0.34539,1.99873,3.63413,0.02174,5.65461,38.9550,125.4836,0.341514,0.33246,1.99871,3.64672,0.02211,5.66754,0.6743510673333134,0.6387832699619772,0.7997365348342864,0.7533307386006407
SPhos-11,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.1873,410.5351,3581.673,11281.3718,-0.19679,-0.00745,0.10212,0.09466999999999999,0.09466999999999999,-1503.63406947,0.561393,0.589648,0.590592,0.501722,-1503.072677,-1503.044421,-1503.043477,-1503.132348,5.7581,3542.314,11284.1546,287.67,0.0209,0.000,269.97,0.0263,0.000,257.82,0.0110,0.000,252.92,0.0372,0.000,247.69,0.0035,0.000,245.23,0.0122,0.000,237.75,0.0562,0.000,232.93,0.0066,0.000,231.89,0.0042,0.000,222.22,0.0184,0.000,28,O,0,0,1,-0.511094,-0.836954,-0.52444,1.99973,6.51345,0.01126,8.52444,235.2999,91.1318,-0.490803,-0.50578,1.99973,6.49453,0.01152,8.50578,30,O,0,1,-0.506727,-0.821939,-0.51923,1.99973,6.50808,0.01143,8.51923,232.8084,94.3134,-0.493032,-0.51026,1.99973,6.49891,0.01162,8.51026,7,P,1,0.401553,0.509525,0.86046,9.99864,4.10242,0.03847,14.13954,359.4423,35.0719,0.561646,1.28980,9.99761,3.66901,0.04358,13.71020,23,C,1,0,0,0.374607,0.575475,0.36013,1.99873,3.61959,0.02155,5.63987,39.6575,124.0387,0.353283,0.34803,1.99872,3.63156,0.02170,5.65197,0.6391425406424956,0.6568665608814107,0.8031496062992125,0.7084518427591988
SPhos-12,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.1872,410.5351,3935.849,11281.3207,-0.19677,-0.00745,0.10211,0.09466,0.09466,-1503.63406942,0.561392,0.589648,0.590592,0.501719,-1503.072677,-1503.044422,-1503.043478,-1503.13235,5.7591,3660.34,11284.105,287.70,0.0209,0.000,269.99,0.0264,0.000,257.82,0.0110,0.000,252.92,0.0372,0.000,247.70,0.0035,0.000,245.24,0.0122,0.000,237.76,0.0562,0.000,232.93,0.0066,0.000,231.90,0.0042,0.000,222.23,0.0184,0.000,30,O,0,0,1,-0.511089,-0.836945,-0.52444,1.99973,6.51345,0.01126,8.52444,235.2961,91.1420,-0.490802,-0.50578,1.99973,6.49453,0.01152,8.50578,28,O,0,1,-0.506736,-0.821950,-0.51923,1.99973,6.50808,0.01143,8.51923,232.8096,94.3095,-0.493037,-0.51026,1.99973,6.49891,0.01162,8.51026,7,P,1,0.401544,0.509566,0.86046,9.99864,4.10242,0.03847,14.13954,359.4307,35.0638,0.561662,1.28987,9.99761,3.66894,0.04358,13.71013,27,C,1,0,0,0.374615,0.575498,0.36014,1.99873,3.61958,0.02155,5.63986,39.6577,124.0379,0.353276,0.34803,1.99872,3.63156,0.02170,5.65197,0.6391126014191192,0.6567468039879045,0.8032094847459655,0.7084817819825753
SPhos-13,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2274,410.5351,3969.888,11259.9917,-0.19915,-0.00606,0.102605,0.09654499999999999,0.09654499999999999,-1503.63767559,0.561389,0.589607,0.590551,0.501946,-1503.076287,-1503.048069,-1503.047125,-1503.135729,6.134,4127.111,11264.1733,282.92,0.0091,0.000,263.48,0.0189,0.000,253.99,0.0071,0.000,249.37,0.0110,0.000,246.95,0.0087,0.000,244.46,0.0287,0.000,236.55,0.0240,0.000,233.47,0.0055,0.000,232.55,0.0230,0.000,221.03,0.0341,0.000,30,O,0,0,1,-0.510743,-0.836756,-0.52311,1.99974,6.51212,0.01126,8.52311,234.8018,92.4492,-0.488303,-0.50263,1.99974,6.49135,0.01154,8.50263,28,O,0,1,-0.507769,-0.823751,-0.52156,1.99973,6.51040,0.01143,8.52156,232.3613,93.9106,-0.490826,-0.50749,1.99973,6.49612,0.01164,8.50749,7,P,1,0.408408,0.478548,0.84610,9.99862,4.11983,0.03545,14.15390,375.6215,51.8783,0.554532,1.25665,9.99759,3.70500,0.04076,13.74335,27,C,1,0,0,0.366630,0.582306,0.35646,1.99873,3.62327,0.02154,5.64354,39.2838,124.1987,0.354161,0.34865,1.99871,3.63079,0.02185,5.65135,0.6371665518996438,0.662584952546331,0.8171012843926828,0.7075237268345258
SPhos-14,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2874,410.5351,3769.765,11121.4498,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.63847407,0.561368,0.58963,0.590574,0.501749,-1503.077106,-1503.048844,-1503.0479,-1503.136725,6.504,4223.532,11125.8712,280.37,0.0379,0.000,269.43,0.0309,0.000,256.71,0.0206,0.000,249.91,0.0115,0.000,243.16,0.0010,0.000,241.03,0.0175,0.000,233.13,0.0039,0.000,231.77,0.0147,0.000,228.76,0.0054,0.000,226.27,0.0294,0.000,28,O,0,0,1,-0.511262,-0.819721,-0.52496,1.99974,6.51393,0.01129,8.52496,237.2019,87.1953,-0.490489,-0.50605,1.99974,6.49476,0.01155,8.50605,30,O,0,1,-0.506772,-0.817139,-0.51734,1.99973,6.50615,0.01146,8.51734,232.5446,96.3695,-0.487792,-0.50217,1.99973,6.49076,0.01168,8.50217,7,P,1,0.418819,0.457096,0.85700,9.99861,4.10710,0.03729,14.14300,379.1827,52.7237,0.548673,1.23816,9.99766,3.72072,0.04347,13.76184,23,C,1,0,0,0.378145,0.578120,0.36022,1.99872,3.61938,0.02167,5.63978,39.4821,124.7098,0.363360,0.35403,1.99870,3.62538,0.02188,5.64597,0.6198018023412472,0.6195622885542348,0.8270111673303194,0.7044699260501183
SPhos-15,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2871,410.5351,3906.067,11121.2352,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.63847431,0.561368,0.58963,0.590574,0.501754,-1503.077106,-1503.048845,-1503.0479,-1503.13672,6.506,3208.555,11125.6559,280.38,0.0378,0.000,269.42,0.0308,0.000,256.73,0.0207,0.000,249.89,0.0115,0.000,243.17,0.0010,0.000,241.02,0.0175,0.000,233.13,0.0039,0.000,231.77,0.0147,0.000,228.76,0.0054,0.000,226.27,0.0294,0.000,28,O,0,0,1,-0.511260,-0.819712,-0.52496,1.99974,6.51394,0.01129,8.52496,237.1978,87.1928,-0.490483,-0.50605,1.99974,6.49476,0.01155,8.50605,30,O,0,1,-0.506782,-0.817157,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5456,96.3666,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,P,1,0.418812,0.457121,0.85698,9.99861,4.10712,0.03729,14.14302,379.1797,52.7317,0.548638,1.23818,9.99766,3.72070,0.04347,13.76182,23,C,1,0,0,0.378133,0.578132,0.36021,1.99872,3.61939,0.02167,5.63979,39.4820,124.7081,0.363359,0.35402,1.99870,3.62539,0.02188,5.64598,0.6200712553516362,0.6192628963204694,0.8270111673303194,0.7044998652734947
SPhos-16,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2873,410.5351,3699.307,11120.29,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.63847411,0.561369,0.58963,0.590574,0.501754,-1503.077105,-1503.048844,-1503.0479,-1503.13672,6.5057,4013.399,11124.7113,280.37,0.0378,0.000,269.43,0.0309,0.000,256.73,0.0206,0.000,249.90,0.0115,0.000,243.16,0.0010,0.000,241.02,0.0175,0.000,233.13,0.0039,0.000,231.77,0.0147,0.000,228.75,0.0054,0.000,226.27,0.0294,0.000,28,O,0,0,1,-0.511260,-0.819670,-0.52495,1.99974,6.51393,0.01129,8.52495,237.1971,87.1979,-0.490474,-0.50603,1.99974,6.49474,0.01155,8.50603,30,O,0,1,-0.506783,-0.817147,-0.51735,1.99973,6.50615,0.01146,8.51735,232.5467,96.3680,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,P,1,0.418838,0.457138,0.85701,9.99861,4.10709,0.03730,14.14299,379.1904,52.7349,0.548632,1.23812,9.99766,3.72076,0.04347,13.76188,23,C,1,0,0,0.378165,0.578114,0.36022,1.99872,3.61938,0.02167,5.63978,39.4850,124.7077,0.363383,0.35403,1.99870,3.62538,0.02188,5.64597,0.6200413161282595,0.6195622885542348,0.8270111673303194,0.7046495613903775
SPhos-17,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.2276,410.5351,4048.625,11259.9476,-0.19915,-0.00606,0.102605,0.09654499999999999,0.09654499999999999,-1503.63767559,0.561388,0.589606,0.590551,0.501944,-1503.076288,-1503.048069,-1503.047125,-1503.135732,6.134,4009.318,11264.1293,282.91,0.0091,0.000,263.48,0.0189,0.000,253.99,0.0071,0.000,249.36,0.0110,0.000,246.95,0.0087,0.000,244.46,0.0287,0.000,236.55,0.0240,0.000,233.47,0.0055,0.000,232.55,0.0230,0.000,221.03,0.0341,0.000,30,O,0,0,1,-0.510752,-0.836785,-0.52312,1.99974,6.51212,0.01126,8.52312,234.8058,92.4511,-0.488314,-0.50263,1.99974,6.49136,0.01154,8.50263,28,O,0,1,-0.507776,-0.823761,-0.52157,1.99973,6.51041,0.01143,8.52157,232.3575,93.9117,-0.490828,-0.50749,1.99973,6.49612,0.01164,8.50749,7,P,1,0.408415,0.478539,0.84611,9.99862,4.11983,0.03545,14.15389,375.6318,51.8596,0.554526,1.25664,9.99759,3.70501,0.04075,13.74336,27,C,1,0,0,0.366637,0.582316,0.35646,1.99873,3.62326,0.02154,5.64354,39.2821,124.2001,0.354157,0.34864,1.99871,3.63080,0.02185,5.65136,0.6371665518996438,0.662644830993084,0.8171911020628124,0.7075836052812791
SPhos-18,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,1.1876,410.5351,3463.619,11281.3734,-0.19678,-0.00745,0.10211500000000001,0.094665,0.094665,-1503.63406948,0.561393,0.589648,0.590592,0.501721,-1503.072677,-1503.044421,-1503.043477,-1503.132349,5.7583,3660.416,11284.1565,287.69,0.0209,0.000,269.98,0.0263,0.000,257.82,0.0110,0.000,252.92,0.0372,0.000,247.69,0.0035,0.000,245.24,0.0123,0.000,237.75,0.0562,0.000,232.94,0.0066,0.000,231.90,0.0042,0.000,222.22,0.0184,0.000,30,O,0,0,1,-0.511099,-0.836964,-0.52444,1.99973,6.51345,0.01126,8.52444,235.3001,91.1305,-0.490808,-0.50579,1.99973,6.49453,0.01152,8.50579,28,O,0,1,-0.506726,-0.821926,-0.51923,1.99973,6.50807,0.01143,8.51923,232.8069,94.3160,-0.493030,-0.51025,1.99973,6.49890,0.01162,8.51025,7,P,1,0.401550,0.509544,0.86047,9.99864,4.10242,0.03847,14.13953,359.4452,35.0582,0.561652,1.28984,9.99761,3.66898,0.04358,13.71016,27,C,1,0,0,0.374608,0.575464,0.36013,1.99873,3.61959,0.02155,5.63987,39.6560,124.0400,0.353293,0.34803,1.99872,3.63155,0.02170,5.65197,0.6391126014191192,0.6568665608814107,0.8032094847459655,0.7084518427591988
SPhos-20,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,2.1799,410.5351,4231.789,11206.9715,-0.19985,-0.01005,0.10495,0.0949,0.0949,-1503.63391938,0.560679,0.589196,0.59014,0.500467,-1503.07324,-1503.044724,-1503.04378,-1503.133452,5.0787,3593.029,11211.8442,288.44,0.0107,0.000,273.78,0.0160,0.000,253.95,0.0283,0.000,250.54,0.0028,0.000,245.55,0.0062,0.000,240.17,0.0078,0.000,236.30,0.0563,0.000,231.25,0.0204,0.000,225.73,0.0523,0.000,222.65,0.0175,0.000,30,O,0,0,1,-0.525595,-0.787889,-0.56172,1.99974,6.54981,0.01216,8.56172,262.2390,86.7441,-0.532147,-0.57009,1.99974,6.55839,0.01195,8.57009,28,O,0,1,-0.511178,-0.830760,-0.52290,1.99974,6.51185,0.01131,8.52290,234.5807,93.4970,-0.493688,-0.50847,1.99974,6.49716,0.01157,8.50847,7,P,1,0.420069,0.482416,0.85128,9.99862,4.11450,0.03560,14.14872,374.5579,53.0556,0.607753,1.32037,9.99752,3.64313,0.03899,13.67963,27,C,1,0,0,0.343690,0.536283,0.34181,1.99874,3.63813,0.02132,5.65819,39.5674,124.1767,0.333953,0.33226,1.99872,3.64701,0.02201,5.66774,0.6713870842190354,0.6338432981048471,0.8235681566420167,0.7120146103410078
SPhos-21,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,met,2.0943,410.5351,4204.554,11211.1317,-0.19906,-0.00868,0.10386999999999999,0.09519,0.09519,-1503.63523339,0.560741,0.589204,0.590148,0.50052,-1503.074492,-1503.046029,-1503.045085,-1503.134713,5.5036,3043.296,11216.817,288.15,0.0073,0.000,272.71,0.0175,0.000,251.44,0.0204,0.000,250.29,0.0027,0.000,248.08,0.0119,0.000,239.33,0.0036,0.000,236.45,0.0359,0.000,229.98,0.0073,0.000,225.17,0.0757,0.000,222.38,0.0086,0.000,30,O,0,0,1,-0.527612,-0.787130,-0.56261,1.99974,6.55093,0.01193,8.56261,263.9428,84.1590,-0.531261,-0.56808,1.99974,6.55660,0.01173,8.56808,28,O,0,1,-0.510748,-0.815854,-0.52326,1.99974,6.51213,0.01139,8.52326,235.0942,92.0092,-0.493140,-0.50855,1.99974,6.49718,0.01164,8.50855,7,P,1,0.420549,0.487519,0.85272,9.99861,4.11287,0.03580,14.14728,378.8734,64.2133,0.596783,1.31192,9.99751,3.65094,0.03963,13.68808,27,C,1,0,0,0.348874,0.520352,0.34319,1.99873,3.63659,0.02149,5.65681,39.5132,124.6446,0.339863,0.33469,1.99871,3.64437,0.02222,5.66531,0.6457291697853358,0.6408490763749588,0.8282386754887577,0.7171042783150205
