entry,additive,aryl_halide,base,ligand,yield
1750,8,6,2,2,42.00742206
1751,8,7,2,2,1.095223411
1752,8,8,2,2,52.43953497
1753,8,9,2,2,54.90007838
1754,8,10,2,2,54.22895975
1755,8,11,2,2,63.56431346
1756,8,12,2,2,63.2869505
1757,8,13,2,2,12.05436323
1758,8,14,2,2,57.02971842
1759,8,15,2,2,54.65489395
1760,8,0,2,2,0
1761,8,1,3,2,23.76547665
1762,8,2,3,2,35.88987774
1763,8,3,3,2,46.36906778
1764,8,4,3,2,0.857255308
1765,8,5,3,2,44.39407022
1766,8,6,3,2,53.10447809
1767,8,7,3,2,5.49871711
1768,8,8,3,2,68.26027768
1769,8,9,3,2,67.19924832
1770,8,10,3,2,73.07610721
1771,8,11,3,2,81.15618498
1772,8,12,3,2,79.52732954
1773,8,13,3,2,39.62688642
1774,8,14,3,2,82.02772208
1775,8,15,3,2,86.76211847
1776,8,0,3,2,0
1777,10,1,1,2,10.05139356
1778,10,2,1,2,12.33593597
1779,10,3,1,2,10.49048013
1780,10,4,1,2,0.970983294
1781,10,5,1,2,13.33701887
1782,10,6,1,2,17.14482537
1783,10,7,1,2,4.522238884
1784,10,8,1,2,14.62829911
1785,10,9,1,2,13.95628888
1786,10,10,1,2,19.47556274
1787,10,11,1,2,21.66443641
1788,10,12,1,2,18.99441923
1789,10,13,1,2,12.14875689
1790,10,14,1,2,14.44407911
1791,10,15,1,2,11.72782605
1792,10,0,1,2,0
1793,10,1,2,2,0.330501293
1794,10,2,2,2,5.800095284
1795,10,3,2,2,9.518190042
1796,10,4,2,2,0
1797,10,5,2,2,6.77799041
1798,10,6,2,2,14.9053934
1799,10,7,2,2,0
1800,10,8,2,2,12.68915479
1801,10,9,2,2,30.40581968
1802,10,10,2,2,8.246523526
1803,10,11,2,2,36.7072802
1804,10,12,2,2,54.29333472
1805,10,13,2,2,0
1806,10,14,2,2,19.13564251
1807,10,15,2,2,13.7385945
1808,10,0,2,2,0
1809,10,1,3,2,0.419612341
1810,10,2,3,2,11.85943612
1811,10,3,3,2,33.82793233
1812,10,4,3,2,0
1813,10,5,3,2,13.87014343
1814,10,6,3,2,33.28584241
1815,10,7,3,2,0
1816,10,8,3,2,24.59821074
1817,10,9,3,2,66.86881109
1818,10,10,3,2,14.03184959
1819,10,11,3,2,60.85990802
1820,10,12,3,2,80.53864746
1821,10,13,3,2,0
1822,10,14,3,2,46.74806516
1823,10,15,3,2,45.53588257
1824,10,0,3,2,0
1825,12,1,1,2,21.18588073
1826,12,2,1,2,23.00642082
1827,12,3,1,2,39.51659226
1828,12,4,1,2,2.048615833
1829,12,5,1,2,44.92520247
1830,12,6,1,2,47.05254638
1831,12,7,1,2,13.82100293
1832,12,8,1,2,72.6088082
1833,12,9,1,2,69.38989345
1834,12,10,1,2,62.426823
1835,12,11,1,2,76.21686958
1836,12,12,1,2,70.35430221
1837,12,13,1,2,59.99235473
1838,12,14,1,2,75.38356191
1839,12,15,1,2,78.29631742
1840,12,0,1,2,0
1841,12,1,2,2,26.29043032
1842,12,2,2,2,34.77458228
1843,12,3,2,2,37.39782282
1844,12,4,2,2,0.96264489
1845,12,5,2,2,39.32908802
1846,12,6,2,2,40.32887688
1847,12,7,2,2,4.451923676
1848,12,8,2,2,61.04819615
1849,12,9,2,2,59.7575144
1850,12,10,2,2,57.84627264
1851,12,11,2,2,65.93366748
1852,12,12,2,2,63.71103229
1853,12,13,2,2,38.01577432
1854,12,14,2,2,66.0578891
1855,12,15,2,2,62.40731324
1856,12,0,2,2,0
1857,12,1,3,2,28.72536954
1858,12,2,3,2,34.91231211
1859,12,3,3,2,45.90687609
1860,12,4,3,2,1.413781414
1861,12,5,3,2,50.43757677
1862,12,6,3,2,52.0133379
1863,12,7,3,2,5.620589612
1864,12,8,3,2,73.06292012
1865,12,9,3,2,75.59377488
1866,12,10,3,2,76.3025428
1867,12,11,3,2,80.02551627
1868,12,12,3,2,83.65366275
1869,12,13,3,2,45.11238212
1870,12,14,3,2,78.61845192
1871,12,15,3,2,84.40416295
1872,12,0,3,2,0
1873,14,1,1,2,8.912186757
1874,14,2,1,2,10.72342611
1875,14,3,1,2,11.81277895
1876,14,4,1,2,1.84960131
1877,14,5,1,2,9.065649451
1878,14,6,1,2,13.83920399
1879,14,7,1,2,4.278834497
1880,14,8,1,2,16.48404533
1881,14,9,1,2,17.45236147
1882,14,10,1,2,18.18990312
1883,14,11,1,2,23.65087488
1884,14,12,1,2,26.69194458
1885,14,13,1,2,8.194090633
1886,14,14,1,2,14.81646107
1887,14,15,1,2,16.67869351
1888,14,0,1,2,0
1889,14,1,2,2,4.385154303
1890,14,2,2,2,27.07281953
1891,14,3,2,2,30.11809644
1892,14,4,2,2,0
1893,14,5,2,2,25.94022732
1894,14,6,2,2,35.19969401
1895,14,7,2,2,0.478819391
1896,14,8,2,2,47.92550874
1897,14,9,2,2,50.62222146
1898,14,10,2,2,38.10999093
1899,14,11,2,2,54.30595244
1900,14,12,2,2,57.95225277
1901,14,13,2,2,3.496970929
1902,14,14,2,2,46.50216111
1903,14,15,2,2,49.89638876
1904,14,0,2,2,0
1905,14,1,3,2,14.03295033
1906,14,2,3,2,33.32323005
1907,14,3,3,2,44.03901684
1908,14,4,3,2,4.510108394
1909,14,5,3,2,31.15457228
1910,14,6,3,2,42.55967392
1911,14,7,3,2,16.12823791
1912,14,8,3,2,58.864107
1913,14,9,3,2,61.87528527
1914,14,10,3,2,63.35366236
1915,14,11,3,2,81.85780625
1916,14,12,3,2,86.21496371
1917,14,13,3,2,26.57993699
1918,14,14,3,2,73.72948461
1919,14,15,3,2,77.85078652
1920,14,0,3,2,0
1921,8,1,1,3,3.167837071
1922,8,2,1,3,1.983204496
1923,8,3,1,3,2.106143629
1924,8,4,1,3,0.295056228
1925,8,5,1,3,9.853260903
1926,8,6,1,3,9.685019183
1927,8,7,1,3,2.658633939
1928,8,8,1,3,14.46737016
1929,8,9,1,3,17.15607423
1930,8,10,1,3,28.40072634
1931,8,11,1,3,32.01759643
1932,8,12,1,3,39.75657581
1933,8,13,1,3,1.859601121
1934,8,14,1,3,3.947187556
1935,8,15,1,3,5.007207988
1936,8,0,1,3,0
1937,8,1,2,3,2.874679313
1938,8,2,2,3,28.48464058
1939,8,3,2,3,35.59381518
1940,8,4,2,3,0
1941,8,5,2,3,19.70724871
1942,8,6,2,3,37.2145199
1943,8,7,2,3,5.479660726
1944,8,8,2,3,38.82629912
1945,8,9,2,3,64.96884309
1946,8,10,2,3,42.31281665
1947,8,11,2,3,57.9744807
1948,8,12,2,3,65.15148191
1949,8,13,2,3,3.551606076
1950,8,14,2,3,53.91867484
1951,8,15,2,3,62.34681732
1952,8,0,2,3,0
1953,8,1,3,3,4.68080841
1954,8,2,3,3,29.59583126
1955,8,3,3,3,43.56818344
1956,8,4,3,3,0
1957,8,5,3,3,35.46998729
1958,8,6,3,3,49.74093184
1959,8,7,3,3,5.688672061
1960,8,8,3,3,64.99704829
1961,8,9,3,3,75.71719698
1962,8,10,3,3,77.92695821
1963,8,11,3,3,88.82757824
1964,8,12,3,3,84.31065923
1965,8,13,3,3,8.955957809
1966,8,14,3,3,80.64990682
1967,8,15,3,3,92.20931063
1968,8,0,3,3,0
1969,10,1,1,3,2.887815395
1970,10,2,1,3,11.65626027
1971,10,3,1,3,12.51034862
1972,10,4,1,3,0.1532428
1973,10,5,1,3,10.4212352
1974,10,6,1,3,15.44371593
1975,10,7,1,3,1.034854608
1976,10,8,1,3,15.70792465
1977,10,9,1,3,11.23128528
1978,10,10,1,3,13.20129952
1979,10,11,1,3,14.46827704
1980,10,12,1,3,13.88482007
1981,10,13,1,3,6.968372781
1982,10,14,1,3,15.40870509
1983,10,15,1,3,14.85665703
1984,10,0,1,3,0
1985,10,1,2,3,0
1986,10,2,2,3,4.220973073
1987,10,3,2,3,11.98186799
1988,10,4,2,3,0
1989,10,5,2,3,3.378377543
1990,10,6,2,3,15.30703648
1991,10,7,2,3,3.549284452
1992,10,8,2,3,7.705318498
1993,10,9,2,3,41.94054392
1994,10,10,2,3,9.609943508
1995,10,11,2,3,15.35251148
1996,10,12,2,3,43.16671419
1997,10,13,2,3,0
1998,10,14,2,3,11.61765415
1999,10,15,2,3,12.24697181
2000,10,0,2,3,0
2001,10,1,3,3,0.413827697
2002,10,2,3,3,9.508022367
2003,10,3,3,3,32.14841463
2004,10,4,3,3,0
2005,10,5,3,3,7.275251821
2006,10,6,3,3,35.33585167
2007,10,7,3,3,3.20619178
2008,10,8,3,3,16.32124134
2009,10,9,3,3,73.16269955
2010,10,10,3,3,21.81045338
2011,10,11,3,3,48.23235239
2012,10,12,3,3,78.78970759
2013,10,13,3,3,0
2014,10,14,3,3,12.90161423
2015,10,15,3,3,26.6793303
2016,10,0,3,3,0
2017,12,1,1,3,8.171441334
2018,12,2,1,3,19.65092582
2019,12,3,1,3,39.13544884
2020,12,4,1,3,0
2021,12,5,1,3,47.81434881
2022,12,6,1,3,48.36396181
2023,12,7,1,3,1.372286353
2024,12,8,1,3,67.28395541
2025,12,9,1,3,74.23518284
2026,12,10,1,3,73.53944548
2027,12,11,1,3,79.65524299
2028,12,12,1,3,84.58893866
2029,12,13,1,3,8.990373152
2030,12,14,1,3,48.47717448
2031,12,15,1,3,70.14574928
2032,12,0,1,3,0
2033,12,1,2,3,16.06858475
2034,12,2,2,3,33.41994964
2035,12,3,2,3,36.38014621
2036,12,4,2,3,0.35921569
2037,12,5,2,3,38.49679424
2038,12,6,2,3,40.47969677
2039,12,7,2,3,5.094725505
2040,12,8,2,3,59.16896654
2041,12,9,2,3,65.19833527
2042,12,10,2,3,57.83107149
2043,12,11,2,3,62.53871196
2044,12,12,2,3,65.59087383
2045,12,13,2,3,21.23653704
2046,12,14,2,3,61.27839379
2047,12,15,2,3,63.81281277
2048,12,0,2,3,0
2049,12,1,3,3,14.2414228
2050,12,2,3,3,33.56777138
2051,12,3,3,3,45.52244321
2052,12,4,3,3,0.49264217
2053,12,5,3,3,52.14134094
2054,12,6,3,3,49.57379186
2055,12,7,3,3,7.18319285
2056,12,8,3,3,75.03674068
2057,12,9,3,3,79.76639273
2058,12,10,3,3,79.07949659
2059,12,11,3,3,86.78620377
2060,12,12,3,3,89.32312927
2061,12,13,3,3,20.99661905
2062,12,14,3,3,86.07412603
2063,12,15,3,3,93.58777419
2064,12,0,3,3,0
2065,14,1,1,3,6.945630993
2066,14,2,1,3,8.368171473
2067,14,3,1,3,10.75855339
2068,14,4,1,3,0.5287627
2069,14,5,1,3,9.492103343
2070,14,6,1,3,12.42396719
2071,14,7,1,3,3.257714985
2072,14,8,1,3,15.67304028
2073,14,9,1,3,16.97838607
2074,14,10,1,3,16.31613355
2075,14,11,1,3,19.93006899
2076,14,12,1,3,24.6686189
2077,14,13,1,3,7.371601311
2078,14,14,1,3,10.88559026
2079,14,15,1,3,13.1837798
2080,14,0,1,3,0
2081,14,1,2,3,0.871820746
2082,14,2,2,3,10.20185762
2083,14,3,2,3,28.77460219
2084,14,4,2,3,0
2085,14,5,2,3,4.728362295
2086,14,6,2,3,35.24488191
2087,14,7,2,3,4.103392125
2088,14,8,2,3,10.36729294
2089,14,9,2,3,56.21933491
2090,14,10,2,3,13.57914578
2091,14,11,2,3,24.95867786
2092,14,12,2,3,49.7806525
2093,14,13,2,3,0
2094,14,14,2,3,26.20309393
2095,14,15,2,3,40.57039192
2096,14,0,2,3,0
2097,14,1,3,3,7.387205125
2098,14,2,3,3,22.3492694
2099,14,3,3,3,47.05511825
2100,14,4,3,3,0.987020024
2101,14,5,3,3,17.55880282
2102,14,6,3,3,43.58283319
2103,14,7,3,3,12.47762059
2104,14,8,3,3,32.02304313
2105,14,9,3,3,72.70979963
2106,14,10,3,3,36.05565123
2107,14,11,3,3,46.16924796
2108,14,12,3,3,87.75322874
2109,14,13,3,3,24.93118771
2110,14,14,3,3,45.52509107
2111,14,15,3,3,70.18702806
2112,14,0,3,3,0
2113,8,1,1,4,1.918248424
2114,8,2,1,4,2.933858815
2115,8,3,1,4,3.446957245
2116,8,4,1,4,0
2117,8,5,1,4,7.829216765
2118,8,6,1,4,11.24955158
2119,8,7,1,4,0.628858286
2120,8,8,1,4,12.30029297
2121,8,9,1,4,17.30024922
2122,8,10,1,4,17.08713871
2123,8,11,1,4,21.75875381
2124,8,12,1,4,27.05720868
2125,8,13,1,4,2.029011587
2126,8,14,1,4,3.679918653
2127,8,15,1,4,5.39705828
2128,8,0,1,4,0
2129,8,1,2,4,3.399446884
2130,8,2,2,4,24.03126631
2131,8,3,2,4,37.04718214
2132,8,4,2,4,0
2133,8,5,2,4,20.36820588
2134,8,6,2,4,37.1376218
2135,8,7,2,4,0.375286042
2136,8,8,2,4,34.22216946
2137,8,9,2,4,60.33199916
2138,8,10,2,4,28.41978949
2139,8,11,2,4,37.45572206
2140,8,12,2,4,46.33728613
2141,8,13,2,4,3.063860217
2142,8,14,2,4,43.8122723
2143,8,15,2,4,54.92415457
2144,8,0,2,4,0
2145,8,1,3,4,7.259820865
2146,8,2,3,4,29.47262424
2147,8,3,3,4,47.11942721
2148,8,4,3,4,0.382305168
2149,8,5,3,4,42.90896956
2150,8,6,3,4,50.10463357
2151,8,7,3,4,1.379250532
2152,8,8,3,4,66.71317285
2153,8,9,3,4,76.22505116
2154,8,10,3,4,70.04834525
2155,8,11,3,4,82.57086092
2156,8,12,3,4,90.31730943
2157,8,13,3,4,11.31144666
2158,8,14,3,4,79.68761126
2159,8,15,3,4,91.69839995
2160,8,0,3,4,0
2161,10,1,1,4,1.069060713
2162,10,2,1,4,5.105134806
2163,10,3,1,4,3.280980517
2164,10,4,1,4,0
2165,10,5,1,4,3.302452152
2166,10,6,1,4,11.0075153
2167,10,7,1,4,0.836644888
2168,10,8,1,4,7.242678118
2169,10,9,1,4,7.957289224
2170,10,10,1,4,5.427048525
2171,10,11,1,4,4.952408524
2172,10,12,1,4,6.244420828
2173,10,13,1,4,0.750246803
2174,10,14,1,4,5.82300352
2175,10,15,1,4,6.214566797
2176,10,0,1,4,0
2177,10,1,2,4,0
2178,10,2,2,4,3.160193721
2179,10,3,2,4,8.104754995
2180,10,4,2,4,0
2181,10,5,2,4,2.004686227
2182,10,6,2,4,6.894237827
2183,10,7,2,4,0
2184,10,8,2,4,4.677881799
2185,10,9,2,4,16.33859929
2186,10,10,2,4,3.547951578
2187,10,11,2,4,7.467378263
2188,10,12,2,4,15.10235685
2189,10,13,2,4,0
2190,10,14,2,4,6.275458681
2191,10,15,2,4,6.702513015
2192,10,0,2,4,0
2193,10,1,3,4,0.299153601
2194,10,2,3,4,6.9479336
2195,10,3,3,4,39.56647024
2196,10,4,3,4,0
2197,10,5,3,4,4.988380083
2198,10,6,3,4,39.27719826
2199,10,7,3,4,0
2200,10,8,3,4,10.46965924
2201,10,9,3,4,70.2716235
2202,10,10,3,4,13.55922704
2203,10,11,3,4,36.35900481
2204,10,12,3,4,79.01720716
2205,10,13,3,4,0
2206,10,14,3,4,14.39054676
2207,10,15,3,4,47.30915738
2208,10,0,3,4,0
2209,12,1,1,4,1.831351486
2210,12,2,1,4,9.025273637
2211,12,3,1,4,31.74709006
2212,12,4,1,4,0
2213,12,5,1,4,45.98289688
2214,12,6,1,4,46.93920076
2215,12,7,1,4,0.66547915
2216,12,8,1,4,61.80395318
2217,12,9,1,4,68.3339655
2218,12,10,1,4,70.41045785
2219,12,11,1,4,77.6347291
2220,12,12,1,4,79.76966371
2221,12,13,1,4,1.779970363
2222,12,14,1,4,31.49662818
2223,12,15,1,4,70.31871872
2224,12,0,1,4,0
2225,12,1,2,4,9.550418032
2226,12,2,2,4,33.30841773
2227,12,3,2,4,34.84480888
2228,12,4,2,4,0.319224301
2229,12,5,2,4,31.39385907
2230,12,6,2,4,35.25588385
2231,12,7,2,4,1.279456438
2232,12,8,2,4,50.41927701
2233,12,9,2,4,57.65452227
2234,12,10,2,4,33.09635306
2235,12,11,2,4,40.91072057
2236,12,12,2,4,46.38749412
2237,12,13,2,4,13.31813914
2238,12,14,2,4,53.12382569
2239,12,15,2,4,57.26273694
2240,12,0,2,4,0
2241,12,1,3,4,10.68115857
2242,12,2,3,4,33.95037625
2243,12,3,3,4,47.09445645
2244,12,4,3,4,0.492662711
2245,12,5,3,4,48.41843845
2246,12,6,3,4,50.21013597
2247,12,7,3,4,1.542228309
2248,12,8,3,4,74.39518038
2249,12,9,3,4,76.98654081
2250,12,10,3,4,75.55480498
2251,12,11,3,4,87.36384149
2252,12,12,3,4,86.76065944
2253,12,13,3,4,11.83956232
2254,12,14,3,4,83.80386815
2255,12,15,3,4,92.12702212
2256,12,0,3,4,0
2257,14,1,1,4,3.449624718
2258,14,2,1,4,3.932288397
2259,14,3,1,4,5.419599738
2260,14,4,1,4,0
2261,14,5,1,4,4.7783658
2262,14,6,1,4,8.071196301
2263,14,7,1,4,0.526967727
2264,14,8,1,4,9.746425367
2265,14,9,1,4,14.43785417
2266,14,10,1,4,8.586375019
2267,14,11,1,4,11.06445724
2268,14,12,1,4,15.42196799
2269,14,13,1,4,2.238996806
2270,14,14,1,4,8.862814974
2271,14,15,1,4,10.8296376
2272,14,0,1,4,0
2273,14,1,2,4,0.432282788
2274,14,2,2,4,4.469322068
2275,14,3,2,4,18.53801466
2276,14,4,2,4,0
2277,14,5,2,4,3.046255894
2278,14,6,2,4,24.02218457
2279,14,7,2,4,0
2280,14,8,2,4,5.605744575
2281,14,9,2,4,39.2434395
2282,14,10,2,4,3.747141461
2283,14,11,2,4,6.703331473
2284,14,12,2,4,17.35228888
2285,14,13,2,4,0
2286,14,14,2,4,12.57405954
2287,14,15,2,4,29.29764197
2288,14,0,2,4,0
2289,14,1,3,4,6.92498784
2290,14,2,3,4,19.60222309
2291,14,3,3,4,43.94123378
2292,14,4,3,4,1.061200258
2293,14,5,3,4,17.8480573
2294,14,6,3,4,39.0058585
2295,14,7,3,4,2.373221649
2296,14,8,3,4,29.36083658
2297,14,9,3,4,68.1907703
2298,14,10,3,4,29.35743486
2299,14,11,3,4,35.64598437
2300,14,12,3,4,77.54677515
2301,14,13,3,4,7.732563505
2302,14,14,3,4,36.03481726
2303,14,15,3,4,63.99072189
2304,14,0,3,4,0
2305,9,1,1,1,0
2306,9,2,1,1,0.296524645
2307,9,3,1,1,0
2308,9,4,1,1,0
2309,9,5,1,1,0
2310,9,6,1,1,0
2311,9,7,1,1,0
2312,9,8,1,1,0
2313,9,9,1,1,0
2314,9,10,1,1,0
2315,9,11,1,1,0
2316,9,12,1,1,0
2317,9,13,1,1,0
2318,9,14,1,1,0
2319,9,15,1,1,0
2320,9,0,1,1,0
2321,9,1,2,1,17.36491347
2322,9,2,2,1,27.46647446
2323,9,3,2,1,34.89767991
2324,9,4,2,1,0.426836265
2325,9,5,2,1,9.912732719
2326,9,6,2,1,21.7977125
2327,9,7,2,1,2.86790041
2328,9,8,2,1,34.68012306
2329,9,9,2,1,42.17741181
2330,9,10,2,1,26.14998957
2331,9,11,2,1,49.4018977
2332,9,12,2,1,40.9724255
2333,9,13,2,1,11.67138777
2334,9,14,2,1,26.55730378
2335,9,15,2,1,38.4179882
2336,9,0,2,1,0
2337,9,1,3,1,18.14790513
2338,9,2,3,1,31.22142105
2339,9,3,3,1,45.90521481
2340,9,4,3,1,0.344428756
2341,9,5,3,1,6.408110436
2342,9,6,3,1,15.48048004
2343,9,7,3,1,2.68757234
2344,9,8,3,1,23.14452899
2345,9,9,3,1,50.86354716
2346,9,10,3,1,28.88381703
2347,9,11,3,1,51.52656955
2348,9,12,3,1,59.0740653
2349,9,13,3,1,8.431077782
2350,9,14,3,1,22.07470925
2351,9,15,3,1,34.74690376
2352,9,0,3,1,0
2353,11,1,1,1,11.13292009
2354,11,2,1,1,15.0324858
2355,11,3,1,1,14.02259716
2356,11,4,1,1,3.02090007
2357,11,5,1,1,9.070205476
2358,11,6,1,1,6.999679881
2359,11,7,1,1,14.86219247
2360,11,8,1,1,19.33424545
2361,11,9,1,1,12.44362591
2362,11,10,1,1,12.438351
2363,11,11,1,1,18.58444117
2364,11,12,1,1,17.39978172
2365,11,13,1,1,17.22825534
2366,11,14,1,1,8.798104801
2367,11,15,1,1,11.59336493
2368,11,0,1,1,0
2369,11,1,2,1,2.550915003
2370,11,2,2,1,9.795326165
2371,11,3,2,1,19.55154349
2372,11,4,2,1,0
2373,11,5,2,1,0.602239969
2374,11,6,2,1,2.613234135
2375,11,7,2,1,0
2376,11,8,2,1,3.339136515
2377,11,9,2,1,3.546985039
2378,11,10,2,1,10.00194934
2379,11,11,2,1,18.5257144
2380,11,12,2,1,21.49059564
2381,11,13,2,1,1.445871909
2382,11,14,2,1,0.929191796
2383,11,15,2,1,3.66151941
2384,11,0,2,1,0
2385,11,1,3,1,10.78337463
2386,11,2,3,1,27.09846988
2387,11,3,3,1,23.3532112
2388,11,4,3,1,0
2389,11,5,3,1,5.298016227
2390,11,6,3,1,10.26938874
2391,11,7,3,1,1.52899949
2392,11,8,3,1,19.26994536
2393,11,9,3,1,30.9794262
2394,11,10,3,1,18.83260332
2395,11,11,3,1,28.69582004
2396,11,12,3,1,28.02951353
2397,11,13,3,1,4.247160433
2398,11,14,3,1,18.76658525
2399,11,15,3,1,26.7561311
2400,11,0,3,1,0
2401,13,1,1,1,0.522267307
2402,13,2,1,1,0
2403,13,3,1,1,0
2404,13,4,1,1,0
2405,13,5,1,1,0
2406,13,6,1,1,0
2407,13,7,1,1,0
2408,13,8,1,1,0
2409,13,9,1,1,0
2410,13,10,1,1,0
2411,13,11,1,1,0
2412,13,12,1,1,0
2413,13,13,1,1,0
2414,13,14,1,1,0
2415,13,15,1,1,0
2416,13,0,1,1,0
2417,13,1,2,1,0.757519124
2418,13,2,2,1,0.546791384
2419,13,3,2,1,0.70766924
2420,13,4,2,1,0
2421,13,5,2,1,0
2422,13,6,2,1,1.933202382
2423,13,7,2,1,0
2424,13,8,2,1,1.204026973
2425,13,9,2,1,0.602410789
2426,13,10,2,1,0
2427,13,11,2,1,1.437346554
2428,13,12,2,1,1.530768374
2429,13,13,2,1,0
2430,13,14,2,1,0
2431,13,15,2,1,0.027450906
2432,13,0,2,1,0
2433,13,1,3,1,16.82018282
2434,13,2,3,1,21.42393699
2435,13,3,3,1,19.15166059
2436,13,4,3,1,0.423167396
2437,13,5,3,1,4.73013199
2438,13,6,3,1,9.35930625
2439,13,7,3,1,3.525705852
2440,13,8,3,1,17.85871647
2441,13,9,3,1,21.48672588
2442,13,10,3,1,7.156167613
2443,13,11,3,1,11.85200713
2444,13,12,3,1,13.49999802
2445,13,13,3,1,4.333466821
2446,13,14,3,1,12.51722888
2447,13,15,3,1,18.54827099
2448,13,0,3,1,0
2449,15,1,1,1,16.76617673
2450,15,2,1,1,27.47304315
2451,15,3,1,1,35.89724622
2452,15,4,1,1,0.850358426
2453,15,5,1,1,9.607508599
2454,15,6,1,1,11.82938133
2455,15,7,1,1,8.822068949
2456,15,8,1,1,25.87549138
2457,15,9,1,1,34.29689514
2458,15,10,1,1,17.200701
2459,15,11,1,1,24.04057337
2460,15,12,1,1,23.94536549
2461,15,13,1,1,15.22072074
2462,15,14,1,1,20.45508721
2463,15,15,1,1,28.5480245
2464,15,0,1,1,0
2465,15,1,2,1,13.87079949
2466,15,2,2,1,22.22290277
2467,15,3,2,1,26.64038865
2468,15,4,2,1,0
2469,15,5,2,1,1.629425083
2470,15,6,2,1,2.128691227
2471,15,7,2,1,2.570236026
2472,15,8,2,1,8.384736601
2473,15,9,2,1,11.20904607
2474,15,10,2,1,6.819997972
2475,15,11,2,1,13.1450619
2476,15,12,2,1,12.68763797
2477,15,13,2,1,3.235819119
2478,15,14,2,1,5.972926182
2479,15,15,2,1,8.041639597
2480,15,0,2,1,0
2481,15,1,3,1,18.97711675
2482,15,2,3,1,28.60232004
2483,15,3,3,1,40.27113975
2484,15,4,3,1,0
2485,15,5,3,1,1.79441071
2486,15,6,3,1,2.066222749
2487,15,7,3,1,5.163801227
2488,15,8,3,1,11.8907701
2489,15,9,3,1,29.83775681
2490,15,10,3,1,16.58042552
2491,15,11,3,1,26.94242513
2492,15,12,3,1,27.31009438
2493,15,13,3,1,5.543745956
2494,15,14,3,1,10.25341715
2495,15,15,3,1,14.86685885
2496,15,0,3,1,0
2497,9,1,1,2,0
2498,9,2,1,2,0
2499,9,3,1,2,0
2500,9,4,1,2,0
2501,9,5,1,2,0.801086523
2502,9,6,1,2,2.97427716
2503,9,7,1,2,0
2504,9,8,1,2,1.599458738
2505,9,9,1,2,2.601590615
2506,9,10,1,2,3.510094374
2507,9,11,1,2,8.008432112
2508,9,12,1,2,9.011992674
2509,9,13,1,2,0
2510,9,14,1,2,0
2511,9,15,1,2,1.171055965
2512,9,0,1,2,0
2513,9,1,2,2,24.21309665
2514,9,2,2,2,35.9238924
2515,9,3,2,2,35.32665147
2516,9,4,2,2,0.553507484
2517,9,5,2,2,36.52871122
2518,9,6,2,2,40.65115531
2519,9,7,2,2,2.408749938
2520,9,8,2,2,56.8433722
2521,9,9,2,2,58.99233401
2522,9,10,2,2,60.26102193
2523,9,11,2,2,60.25206697
2524,9,12,2,2,63.42879895
2525,9,13,2,2,25.82773903
2526,9,14,2,2,60.28357539
2527,9,15,2,2,61.92858478
2528,9,0,2,2,0
2529,9,1,3,2,28.1327933
2530,9,2,3,2,40.09723237
2531,9,3,3,2,48.69500261
2532,9,4,3,2,0.723968187
2533,9,5,3,2,51.38895599
2534,9,6,3,2,56.62080434
2535,9,7,3,2,2.853941347
2536,9,8,3,2,73.31932313
2537,9,9,3,2,74.44046437
2538,9,10,3,2,81.53694628
2539,9,11,3,2,85.40177854
2540,9,12,3,2,88.51390693
2541,9,13,3,2,31.87466664
2542,9,14,3,2,85.8122803
2543,9,15,3,2,83.31333267
2544,9,0,3,2,0
2545,11,1,1,2,13.02655322
2546,11,2,1,2,16.09836574
2547,11,3,1,2,15.87410565
2548,11,4,1,2,1.879419954
2549,11,5,1,2,14.85699263
2550,11,6,1,2,19.37897224
2551,11,7,1,2,4.57865157
2552,11,8,1,2,22.0084522
2553,11,9,1,2,22.22340072
2554,11,10,1,2,21.68221926
2555,11,11,1,2,35.06478929
2556,11,12,1,2,30.72459608
2557,11,13,1,2,10.88472418
2558,11,14,1,2,21.37540077
2559,11,15,1,2,23.67114189
2560,11,0,1,2,0
2561,11,1,2,2,0.747411772
2562,11,2,2,2,9.794715203
2563,11,3,2,2,23.9717282
2564,11,4,2,2,0
2565,11,5,2,2,6.683677134
2566,11,6,2,2,25.46788478
2567,11,7,2,2,0
2568,11,8,2,2,14.43583555
2569,11,9,2,2,41.96736477
2570,11,10,2,2,12.36409536
2571,11,11,2,2,33.74087377
2572,11,12,2,2,44.53583158
2573,11,13,2,2,0
2574,11,14,2,2,30.43973822
2575,11,15,2,2,39.10680932
2576,11,0,2,2,0
2577,11,1,3,2,22.894141
2578,11,2,3,2,27.11496768
2579,11,3,3,2,41.66866973
2580,11,4,3,2,2.863405084
2581,11,5,3,2,21.62255716
2582,11,6,3,2,35.07362546
2583,11,7,3,2,13.56968075
2584,11,8,3,2,44.1778543
2585,11,9,3,2,61.5016932
2586,11,10,3,2,48.36115435
2587,11,11,3,2,61.11611165
2588,11,12,3,2,70.86807008
2589,11,13,3,2,39.35843617
2590,11,14,3,2,54.8424453
2591,11,15,3,2,60.06619639
2592,11,0,3,2,0
2593,13,1,1,2,1.009269411
2594,13,2,1,2,5.034974824
2595,13,3,1,2,4.765281768
2596,13,4,1,2,0.359225753
2597,13,5,1,2,4.621114909
2598,13,6,1,2,3.876829723
2599,13,7,1,2,0.400015161
2600,13,8,1,2,5.425616594
2601,13,9,1,2,8.36792795
2602,13,10,1,2,3.451949517
2603,13,11,1,2,4.84059533
